# f       1
  1  2  2.150177E+00
  1  3  4.699530E-01
  1  4  3.469692E-01
  1  5 -5.826446E-02
  1  6 -1.040537E-01
  1  7  1.081528E-01
  1  8 -1.826516E-02
  1  9  5.664563E-02
  1 10 -4.959146E-03
  1 11 -1.464680E-02
  1 12  3.805394E-02
  1 13  2.220712E-02
  1 14 -8.874448E-02
  2  4 -8.437708E-01
  2  5  1.676900E+00
  2  6  4.852506E-01
  3  4  1.852658E+00
  3  5 -1.079515E+00
  3  6 -6.062227E-01
  2  7 -4.125524E-02
  2  8 -1.149913E-02
  3  7  2.077610E-01
  3  8 -4.021327E-02
  2  9 -8.781250E-02
  2 10  6.929193E-02
  3  9  9.118483E-02
  3 10 -2.429744E-02
  2 11  8.865409E-02
  3 11 -3.511698E-02
  2 12 -2.692363E-02
  3 12  4.632042E-02
  2 13  2.298598E-01
  2 14 -1.402588E-01
  3 13 -6.262574E-02
  3 14 -7.358120E-02
  4  7 -7.878202E-01
  4  8  1.055358E+00
  5  7  8.097627E-01
  5  8 -2.463946E-01
  6  7  3.988213E-01
  6  8 -1.204838E-02
  4  9  1.721558E-01
  4 10 -1.091117E-01
  5  9  1.198499E-01
  5 10  2.767268E-02
  6  9  1.475772E-02
  6 10  3.067275E-02
  4 11 -1.973908E-01
  5 11  5.636049E-02
  6 11  6.442404E-02
  4 12  1.771126E+00
  5 12 -1.957476E-01
  6 12 -4.249293E-02
  4 13 -3.561385E-01
  4 14  6.219972E-02
  5 13  3.358602E-02
  5 14 -2.973251E-01
  6 13  9.578155E-02
  6 14 -1.953025E-01
  7  9  2.778837E-01
  7 10 -1.350772E-01
  8  9  1.071999E-01
  8 10  1.228898E-01
  7 11 -2.270803E-01
  8 11  3.679791E-01
  7 12 -1.841063E+00
  8 12 -1.245129E+00
  7 13 -3.727479E-01
  7 14 -2.567065E-01
  8 13  1.049547E-01
  8 14 -8.503895E-02
  9 11 -1.312134E+00
 10 11  1.968488E+00
  9 12  1.485776E-01
 10 12 -3.891983E-03
  9 13 -1.510665E+00
  9 14  4.498391E-01
 10 13  1.920540E-01
 10 14  4.306317E-02
 11 12  2.155008E-01
 11 13  1.850493E+00
 11 14  4.037245E-01
 12 13  1.504456E+00
 12 14 -1.917235E+00
  2  3 -1.057000E+01
  4  5  1.855000E+01
  4  6 -9.350000E+00
  5  6  1.620000E+01
  7  8 -1.057000E+01
  9 10 -1.057000E+01
 13 14 -1.057000E+01
# f       2
  1  2  2.096052E+00
  1  3  5.221334E-01
  1  4  3.537343E-01
  1  5 -6.485307E-02
  1  6 -9.398966E-02
  1  7  1.096615E-01
  1  8 -1.637912E-02
  1  9  5.795724E-02
  1 10 -4.574995E-03
  1 11 -1.253391E-02
  1 12  3.115698E-02
  1 13  2.085084E-02
  1 14 -8.867039E-02
  2  4 -1.017137E+00
  2  5  1.536162E+00
  2  6  5.691209E-01
  3  4  1.838158E+00
  3  5 -1.147473E+00
  3  6 -5.655674E-01
  2  7 -5.340723E-02
  2  8 -1.765274E-02
  3  7  2.061311E-01
  3  8 -3.644276E-02
  2  9 -9.572817E-02
  2 10  6.670151E-02
  3  9  9.071670E-02
  3 10 -2.160849E-02
  2 11  8.899368E-02
  3 11 -2.985509E-02
  2 12 -4.470745E-02
  3 12  3.587366E-02
  2 13  2.286191E-01
  2 14 -1.311025E-01
  3 13 -6.348017E-02
  3 14 -7.109757E-02
  4  7 -8.244871E-01
  4  8  1.132552E+00
  5  7  8.414267E-01
  5  8 -2.577759E-01
  6  7  3.833403E-01
  6  8  5.934905E-03
  4  9  1.718230E-01
  4 10 -1.083912E-01
  5  9  1.269603E-01
  5 10  2.997634E-02
  6  9  1.100525E-02
  6 10  3.094919E-02
  4 11 -1.987608E-01
  5 11  6.858146E-02
  6 11  6.881341E-02
  4 12  1.905021E+00
  5 12 -2.433808E-01
  6 12 -5.512123E-02
  4 13 -3.592845E-01
  4 14  7.516108E-02
  5 13  1.429098E-02
  5 14 -2.922420E-01
  6 13  1.026146E-01
  6 14 -2.004741E-01
  7  9  2.925814E-01
  7 10 -1.233820E-01
  8  9  1.161006E-01
  8 10  1.310433E-01
  7 11 -1.861822E-01
  8 11  3.992721E-01
  7 12 -2.003048E+00
  8 12 -9.266054E-01
  7 13 -3.658948E-01
  7 14 -2.705211E-01
  8 13  7.581230E-02
  8 14 -8.393342E-02
  9 11 -1.360899E+00
 10 11  1.976215E+00
  9 12  1.463646E-01
 10 12  1.278458E-03
  9 13 -1.498313E+00
  9 14  4.405812E-01
 10 13  1.541678E-01
 10 14  4.272396E-02
 11 12  2.672685E-01
 11 13  7.655733E-01
 11 14  5.538963E-01
 12 13  1.510012E+00
 12 14 -1.898771E+00
  2  3 -1.057000E+01
  4  5  1.855000E+01
  4  6 -9.350000E+00
  5  6  1.620000E+01
  7  8 -1.057000E+01
  9 10 -1.057000E+01
 13 14 -1.057000E+01
# f       3
  1  2  2.230598E+00
  1  3  5.693352E-01
  1  4  3.273704E-01
  1  5 -5.721326E-02
  1  6 -7.442157E-02
  1  7  1.034932E-01
  1  8 -1.516653E-02
  1  9  5.322848E-02
  1 10 -3.803565E-03
  1 11 -1.050424E-02
  1 12  2.389206E-02
  1 13  2.175056E-02
  1 14 -8.696865E-02
  2  4 -1.136268E+00
  2  5  1.504343E+00
  2  6  6.503348E-01
  3  4  1.859271E+00
  3  5 -1.159915E+00
  3  6 -5.416475E-01
  2  7 -6.809172E-02
  2  8 -2.105002E-02
  3  7  2.084686E-01
  3  8 -3.243101E-02
  2  9 -1.010235E-01
  2 10  6.332941E-02
  3  9  9.095725E-02
  3 10 -2.097163E-02
  2 11  8.660533E-02
  3 11 -2.870424E-02
  2 12 -6.216292E-02
  3 12  3.668524E-02
  2 13  2.270320E-01
  2 14 -1.243864E-01
  3 13 -6.443807E-02
  3 14 -7.386993E-02
  4  7 -8.349774E-01
  4  8  1.154450E+00
  5  7  8.693278E-01
  5  8 -2.643998E-01
  6  7  3.488645E-01
  6  8  6.216551E-03
  4  9  1.721882E-01
  4 10 -1.060048E-01
  5  9  1.292300E-01
  5 10  2.967742E-02
  6  9  3.978128E-03
  6 10  2.976704E-02
  4 11 -1.955950E-01
  5 11  7.291138E-02
  6 11  6.832417E-02
  4 12  1.989722E+00
  5 12 -2.546611E-01
  6 12 -5.880001E-02
  4 13 -3.579731E-01
  4 14  7.551225E-02
  5 13 -2.143783E-03
  5 14 -2.957637E-01
  6 13  1.111056E-01
  6 14 -2.068893E-01
  7  9  2.964331E-01
  7 10 -1.200992E-01
